ID_UC_G0,GC_UCN_MAI_2025,GC_UCN_LIS_2025,GC_CNT_GAD_2025,GC_CNT_UNN_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,GC_PLS_SCR_2025,GC_UCB_YOB_2025,GC_UCB_YOD_2025,GC_UCM_CAP
1127,Quetta,Quetta,Pakistan,Pakistan,151,969068.0898,Lower Middle,Central and Southern Asia,High,1975,2030,0
1128,Ak-Bulun,Ak-Bulun; Kyurmentyu,Kyrgyzstan,Kyrgyzstan,9,55512.04852,Lower Middle,Central and Southern Asia,Medium,2025,2030,0
1129,Bhuj,Bhuj,India,India,36,186748.9571,Lower Middle,Central and Southern Asia,High,1995,2030,0
1130,Yarkand,Yarkand,China,China,38,165031.4227,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1131,Farena,-,Nepal,Nepal,19,53347.26724,Lower Middle,Central and Southern Asia,Low,2025,2030,0
1132,Anuradhapura,Anuradhapura,Sri Lanka,Sri Lanka,21,52546.89248,Lower Middle,Central and Southern Asia,High,2025,2030,0
1133,Dinajpur,Dinajpur,Bangladesh,Bangladesh,49,400028.5598,Lower Middle,Central and Southern Asia,High,1975,2030,0
1134,Monywa,Monywa,Myanmar,Myanmar,44,248190.6749,Lower Middle,Eastern and South-Eastern Asia,High,1985,2030,0
1135,Phitsanulok,Phitsanulok,Thailand,Thailand,58,187729.0369,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1136,Langsa,Langsa,Indonesia,Indonesia,22,132656.0761,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1137,Taiping,Taiping,Malaysia,Malaysia,63,211512.2714,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1138,Trung Hà,Trung Hà; Phú An; Phú Nhiêu; Thuận An; Cộng Hoà; Yên Kỳ; Đồng Lau; Chu Mật; Cao Lĩnh; Chợ Mơ; Tăng Cấu; Tri Lai; La Xuyên; Hậu Trạch; Quang Ngọc; Đồng Phú; Vân Hội; Mai Trai; Tuấn Xuyên; Phú Nghĩa; Nhuận Trạch; Tân Phong,Vietnam,Viet Nam,25,58506.55776,Lower Middle,Eastern and South-Eastern Asia,High,2005,2030,0
1139,Siem Reap,Siem Reap,Cambodia,Cambodia,59,315248.1625,Lower Middle,Eastern and South-Eastern Asia,High,2000,2030,0
1140,Manpo,Manpo,North Korea,Dem. People's Republic of Korea,5,80985.71524,Low income,Eastern and South-Eastern Asia,High,1985,2030,0
1141,Bongdam,Bongdam,South Korea,Republic of Korea,39,75417.32379,High income,Eastern and South-Eastern Asia,High,2020,2030,0
1142,Taipei,New Taipei; Taipei; Taoyuan; Keelung,Taiwan,"China, Taiwan Province of China",972,9686521.352,High income,Eastern and South-Eastern Asia,High,1975,2030,1
1143,Omura,Omura,Japan,Japan,35,67616.2621,High income,Eastern and South-Eastern Asia,High,1975,2030,0
1144,Bayambang,Bayambang; Bautista,Philippines,Philippines,36,87334.41371,Lower Middle,Eastern and South-Eastern Asia,High,2015,2030,0
1145,Elizabeth North,Elizabeth North; Craigmore; Elizabeth Downs; Davoren Park; Smithfield; Smithfield Plains; Elizabeth Park,Australia,Australia,28,59117.73802,High income,Australia and New Zealand,High,2020,2030,0
1146,Goroka,Goroka,Papua New Guinea,Papua New Guinea,18,92211.42448,Lower Middle,Oceania,High,2005,2030,0
1147,Auckland,Auckland,New Zealand,New Zealand,638,1623897.767,High income,Australia and New Zealand,High,1975,2030,0
1148,Oxnard,Oxnard,United States,United States of America,80,247773.1298,High income,Northern America,High,1975,2030,0
1149,La Paz,La Paz,México,Mexico,75,369299.2371,Upper Middle,Latin America and the Caribbean,High,1985,2030,0
1150,Chiantla,Chiantla,Guatemala,Guatemala,16,74627.50728,Upper Middle,Latin America and the Caribbean,High,2010,2030,0
1151,Cojutepeque,Cojutepeque,El Salvador,El Salvador,10,57723.00495,Upper Middle,Latin America and the Caribbean,High,1995,2030,0
1152,Lethbridge,Lethbridge,Canada,Canada,30,63047.54135,High income,Northern America,High,2015,2030,0
1153,El Progreso,El Progreso,Honduras,Honduras,26,138953.7938,Lower Middle,Latin America and the Caribbean,High,1975,2030,0
1154,Matagalpa,Matagalpa,Nicaragua,Nicaragua,14,134379.7401,Lower Middle,Latin America and the Caribbean,High,1975,2030,0
1155,Machala,Machala,Ecuador,Ecuador,43,263230.5951,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1156,Trujillo,Trujillo,Peru,Peru,94,991426.9265,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1157,Cienfuegos,Cienfuegos,Cuba,Cuba,26,129052.4617,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1158,Cali,Cali,Colombia,Colombia,186,2691615.942,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1159,La Concepción,La Concepción,Venezuela,Venezuela (Bolivarian Republic of),10,52997.87376,Upper Middle,Latin America and the Caribbean,High,2015,2030,0
1160,Port-de-Paix,Port-de-Paix,Haiti,Haiti,49,343402.7088,Lower Middle,Latin America and the Caribbean,High,1995,2030,0
1161,La Vega,La Vega,Dominican Republic,Dominican Republic,25,119131.7426,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1162,Valparaíso,Viña del Mar; Valparaíso; Quilpué; Villa Alemana,Chile,Chile,152,838445.6069,High income,Latin America and the Caribbean,High,1975,2030,0
1163,Tarija,Tarija,Bolivia,Bolivia (Plurinational State of),43,250298.3573,Lower Middle,Latin America and the Caribbean,High,1990,2030,0
1164,San Pedro de Jujuy,San Pedro de Jujuy,Argentina,Argentina,12,64284.93354,Upper Middle,Latin America and the Caribbean,High,2000,2030,0
1165,Cacoal,Cacoal,Brazil,Brazil,18,58769.50633,Upper Middle,Latin America and the Caribbean,High,1995,2030,0
1166,Hernandarias,Hernandarias,Paraguay,Paraguay,23,78161.70246,Upper Middle,Latin America and the Caribbean,High,2020,2030,0
1167,Ziguinchor,Ziguinchor,Senegal,Senegal,34,288803.6113,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1168,Mamou,Mamou,Guinea,Guinea,19,80758.78551,Lower Middle,Sub-Saharan Africa,High,1995,2030,0
1169,Yogomaia,Yogomaia,Sierra Leone,Sierra Leone,9,50538.89735,Low income,Sub-Saharan Africa,High,2025,2030,0
1170,Ouled-Teima,Ouled-Teima,Morocco,Morocco,9,81829.58149,Lower Middle,Northern Africa and Western Asia,High,1980,2030,0
1171,Pleebo,Pleebo,Liberia,Liberia,8,62321.58639,Low income,Sub-Saharan Africa,High,2015,2030,0
1172,Braga,Braga,Portugal,Portugal,19,93375.88154,High income,Europe,High,1975,2030,0
1173,Fana,Fana,Mali,Mali,17,70906.64189,Low income,Sub-Saharan Africa,High,2015,2030,0
1174,Ferrol,Ferrol,Spain,Spain,19,58665.84322,High income,Europe,High,1975,2030,0
1175,Issia,Issia,Côte d'Ivoire,Côte d'Ivoire,12,74298.43691,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
1176,Wishaw,Wishaw; Motherwell; Bellshill; Viewpark; Uddingston; Holytown; New Stevenston; Newarthill,United Kingdom,United Kingdom,57,133413.8589,High income,Europe,High,1975,2030,0
1177,Yako,Yako,Burkina Faso,Burkina Faso,14,54965.2178,Low income,Sub-Saharan Africa,High,2015,2030,0
1178,Dunkwa-on-Offin,Dunkwa-on-Offin,Ghana,Ghana,11,60944.50244,Lower Middle,Sub-Saharan Africa,High,2010,2030,0
1179,La Rochelle,La Rochelle,France,France,56,84390.78169,High income,Europe,High,1975,2030,0
1180,Ain Sefra,Ain Sefra,Algeria,Algeria,13,93929.27498,Lower Middle,Northern Africa and Western Asia,High,2015,2030,0
1181,Notsé,Notsé,Togo,Togo,15,95842.32803,Low income,Sub-Saharan Africa,High,2005,2030,0
1182,Whydah,Whydah,Benin,Benin,23,134852.1815,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
1183,Isale,Isale,Nigeria,Nigeria,32,83248.64074,Lower Middle,Sub-Saharan Africa,High,2020,2030,0
1184,La Louvière,La Louvière; Morlanwelz; Manage; Morlanwelz-Mariemont,Belgium,Belgium,37,86085.72549,High income,Europe,High,1980,2030,0
1185,Dordrecht,Dordrecht,Netherlands,Netherlands,86,252511.7677,High income,Europe,High,1975,2030,0
1186,Cologne,Cologne; Leverkusen; Bergisch Gladbach,Germany,Germany,296,1156303.314,High income,Europe,High,1975,2030,0
1187,Tahoua,Tahoua,Niger,Niger,31,369904.5451,Low income,Sub-Saharan Africa,High,1975,2030,0
1188,Thun,Thun; Steffisburg,Switzerland,Switzerland,26,70905.0996,High income,Europe,High,1995,2030,0
1189,Vigevano,Vigevano,Italy,Italy,12,58332.4758,High income,Europe,High,1995,2030,0
1190,El Hamma,El Hamma,Tunisia,Tunisia,14,58809.74204,Lower Middle,Northern Africa and Western Asia,High,2015,2030,0
1191,Dschang,Dschang,Cameroon,Cameroon,16,63235.96644,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1192,Norrköping,Norrköping,Sweden,Sweden,29,90148.85433,High income,Europe,High,1975,2030,0
1193,Pila,Pila,Poland,Poland,19,62698.8816,High income,Europe,High,1985,2030,0
1194,Brno,Brno,Czechia,Czechia,81,313581.6171,High income,Europe,High,1975,2030,0
1195,Benguela,Benguela,Angola,Angola,81,510265.5735,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1196,Luozi,Luozi,Democratic Republic of the Congo,Democratic Republic of the Congo,13,53120.53052,Low income,Sub-Saharan Africa,Medium,2025,2030,0
1197,Kecskemét,Kecskemét,Hungary,Hungary,29,73079.5978,High income,Europe,High,1975,2030,0
1198,Moundou,Moundou,Chad,Chad,31,257316.0425,Low income,Sub-Saharan Africa,High,1975,2030,0
1199,Kraljevo,Kraljevo,Serbia,Serbia,21,69753.80236,Upper Middle,Europe,High,1980,2030,0
1200,Paarl,Paarl,South Africa,South Africa,47,244652.8874,Upper Middle,Sub-Saharan Africa,High,1985,2030,0
1201,Ajdabiya,Ajdabiya,Libya,Libya,21,91767.9605,Upper Middle,Northern Africa and Western Asia,High,1985,2030,0
1202,Lutsk,Lutsk,Ukraine,Ukraine,58,201605.9475,Lower Middle,Europe,High,1975,2030,0
1203,Bistrița,Bistrița,Romania,Romania,13,52236.36867,High income,Europe,High,1985,2030,0
1204,Velikiye Luki,Velikiye Luki,Russia,Russian Federation,21,61885.25782,Upper Middle,Europe,High,1975,2030,0
1205,Babruysk,Babruysk,Belarus,Belarus,54,177153.5923,Upper Middle,Europe,High,1975,2030,0
1206,Menemen,Menemen,Turkey,Turkey,11,60636.87736,Upper Middle,Northern Africa and Western Asia,High,2005,2030,0
1207,Rahad al Bardi,Rahad al Bardi,Sudan,Sudan,12,119734.7946,Low income,Northern Africa and Western Asia,High,2005,2030,0
1208,Chingola,Chingola,Zambia,Zambia,49,268785.8725,Lower Middle,Sub-Saharan Africa,High,1985,2030,0
1209,Damanhur,Damanhur,Egypt,Egypt,48,554723.0466,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
1210,Masvingo,Masvingo,Zimbabwe,Zimbabwe,31,118739.9571,Lower Middle,Sub-Saharan Africa,High,1985,2030,0
1211,Muyinga,Muyinga,Burundi,Burundi,16,102770.6307,Low income,Sub-Saharan Africa,High,1995,2030,0
1212,Mubende,Mubende,Uganda,Uganda,10,66598.40209,Low income,Sub-Saharan Africa,High,2020,2030,0
1213,Nahariyya,Nahariyya,Israel,Israel,15,59379.85531,High income,Northern Africa and Western Asia,High,2015,2030,0
1214,Nablus,Nablus,Palestine,State of Palestine,34,209246.4925,Upper Middle,Northern Africa and Western Asia,High,1985,2030,0
1215,Ushirombo,Ushirombo,Tanzania,United Republic of Tanzania,15,69899.9125,Lower Middle,Sub-Saharan Africa,High,2020,2030,0
1216,Maarrat al-Nu'man,Maarrat al-Nu'man,Syria,Syrian Arab Republic,7,65446.18648,Low income,Northern Africa and Western Asia,High,2005,2030,0
1217,Magwi,Magwi,South Sudan,South Sudan,11,73581.34209,Low income,Sub-Saharan Africa,Medium,2025,2030,0
1218,Madaba,Madaba,Jordan,Jordan,22,151891.2287,Lower Middle,Northern Africa and Western Asia,High,1995,2030,0
1219,Gondola,Gondola,Mozambique,Mozambique,12,57039.91993,Low income,Sub-Saharan Africa,High,2025,2030,0
1220,Eldoret,Eldoret,Kenya,Kenya,90,439306.5233,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
1222,Al Reheli,Al Reheli,Saudi Arabia,Saudi Arabia,10,59480.70847,High income,Northern Africa and Western Asia,High,2020,2030,0
1224,Massawa,Massawa,Eritrea,Eritrea,43,369309.8604,Low income,Sub-Saharan Africa,High,1985,2030,0
1225,Naghadeh,Naghadeh,Iran,Iran (Islamic Republic of),13,74738.51374,Lower Middle,Central and Southern Asia,High,1995,2030,0
1226,Quba,Quba,Azerbaijan,Azerbaijan,12,52352.39071,Upper Middle,Northern Africa and Western Asia,High,2015,2030,0
1228,Jilib,Jilib,Somalia,Somalia,6,104059.3653,Low income,Sub-Saharan Africa,Medium,1980,2030,0
1229,Mahajanga,Mahajanga,Madagascar,Madagascar,34,220110.4313,Low income,Sub-Saharan Africa,High,1995,2030,0
1230,Ayteke Bi,Ayteke Bi,Kazakhstan,Kazakhstan,14,50308.97837,Upper Middle,Central and Southern Asia,High,2025,2030,0
1231,Xonqa,Xonqa,Uzbekistan,Uzbekistan,29,84761.31651,Lower Middle,Central and Southern Asia,High,2000,2030,0
1232,Al Saja'a Industrial,Al Saja'a Industrial,United Arab Emirates,United Arab Emirates,20,109061.1814,High income,Northern Africa and Western Asia,High,2015,2030,0
1233,Mary,Mary,Turkmenistan,Turkmenistan,86,243435.9911,Upper Middle,Central and Southern Asia,High,1975,2030,0
1234,Al Amerat,Al Amerat,Oman,Oman,26,91449.88089,High income,Northern Africa and Western Asia,High,2015,2030,0
1235,Bala Murghab,Bala Murghab,Afghanistan,Afghanistan,10,73685.48496,Low income,Central and Southern Asia,Low,2020,2030,0
1236,Dushanbe,Dushanbe,Tajikistan,Tajikistan,183,1471811.592,Lower Middle,Central and Southern Asia,High,1975,2030,1
1237,Qalat,Qalat,Pakistan,Pakistan,9,57172.16853,Lower Middle,Central and Southern Asia,Medium,1995,2030,0
1238,Sopore,Sopore,India,India,19,79089.31006,Lower Middle,Central and Southern Asia,High,2005,2030,0
1239,Anarkol,Anarkol; Maralbeshi; Döletbagh,China,China,15,65475.0685,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
1240,Sitāpur,Sitāpur,Nepal,Nepal,26,169386.606,Lower Middle,Central and Southern Asia,Medium,1995,2030,0
1241,Kurunegala,Kurunegala,Sri Lanka,Sri Lanka,28,64122.91008,Lower Middle,Central and Southern Asia,High,1995,2030,0
1242,Gomastapur,Gomastapur,Bangladesh,Bangladesh,23,80290.56383,Lower Middle,Central and Southern Asia,High,2000,2030,0
1243,Mohnyin,Mohnyin,Myanmar,Myanmar,12,104514.3101,Lower Middle,Eastern and South-Eastern Asia,High,2005,2030,0
1244,Kanchanaburi,Kanchanaburi,Thailand,Thailand,24,66056.75363,Upper Middle,Eastern and South-Eastern Asia,High,1985,2030,0
1245,Teluk Dalam,Teluk Dalam,Indonesia,Indonesia,13,56870.42792,Upper Middle,Eastern and South-Eastern Asia,Medium,2010,2030,0
1246,Sitiawan,Sitiawan,Malaysia,Malaysia,29,89534.56367,Upper Middle,Eastern and South-Eastern Asia,High,1990,2030,0
1247,Tam Hồng,Tam Hồng; Yên Lạc; Thổ Tang,Vietnam,Viet Nam,61,155999.3969,Lower Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1248,Phumi Roessei,-,Cambodia,Cambodia,27,174455.2704,Lower Middle,Eastern and South-Eastern Asia,Low,2020,2030,0
1249,Taeryonggang,Taeryonggang; Taeryonggang; Taeryonggang,North Korea,Dem. People's Republic of Korea,7,58690.79909,Low income,Eastern and South-Eastern Asia,High,2005,2030,0
1250,Chuncheon,Chuncheon,South Korea,Republic of Korea,38,229165.1681,High income,Eastern and South-Eastern Asia,High,1975,2030,0
1251,Zhudong,Zhudong,Taiwan,"China, Taiwan Province of China",9,51506.32929,High income,Eastern and South-Eastern Asia,Medium,2020,2030,0
1252,Nagasaki,Nagasaki,Japan,Japan,80,297630.7671,High income,Eastern and South-Eastern Asia,High,1975,2030,0
1253,Urdaneta,Urdaneta,Philippines,Philippines,40,109963.229,Lower Middle,Eastern and South-Eastern Asia,High,2005,2030,0
1254,Geelong,Geelong,Australia,Australia,104,165824.5736,High income,Australia and New Zealand,High,1975,2030,0
1255,Madang,Madang,Papua New Guinea,Papua New Guinea,24,88137.98919,Lower Middle,Oceania,High,1995,2030,0
1256,Tauranga,Tauranga,New Zealand,New Zealand,105,122546.4076,High income,Australia and New Zealand,High,2015,2030,0
1257,Watsonville,Watsonville,United States,United States of America,19,58506.6287,High income,Northern America,High,2015,2030,0
1258,San José del Cabo,San José del Cabo,México,Mexico,32,157463.3024,Upper Middle,Latin America and the Caribbean,High,2010,2030,0
1259,San Pedro Soloma,San Pedro Soloma,Guatemala,Guatemala,11,54295.24125,Upper Middle,Latin America and the Caribbean,High,2020,2030,0
1260,Zacatecoluca,Zacatecoluca,El Salvador,El Salvador,11,62631.62775,Upper Middle,Latin America and the Caribbean,High,1995,2030,0
1261,Choluteca,Choluteca,Honduras,Honduras,35,128000.3279,Lower Middle,Latin America and the Caribbean,High,1975,2030,0
1262,Calgary,Calgary,Canada,Canada,533,1524648.523,High income,Northern America,High,1975,2030,0
1263,Bilwi,Bilwi,Nicaragua,Nicaragua,17,107012.0079,Lower Middle,Latin America and the Caribbean,High,2005,2030,0
1264,Vinces,Vinces,Ecuador,Ecuador,7,51505.2718,Upper Middle,Latin America and the Caribbean,Medium,2025,2030,0
1265,Jaén,Jaén,Peru,Peru,10,66928.25185,Upper Middle,Latin America and the Caribbean,High,2000,2030,0
1266,Jamundí,Jamundí,Colombia,Colombia,22,131851.7547,Upper Middle,Latin America and the Caribbean,High,2005,2030,0
1267,Trinidad,Trinidad,Cuba,Cuba,7,53969.61528,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1268,Maracaibo,Maracaibo; San Francisco,Venezuela,Venezuela (Bolivarian Republic of),295,2142105.375,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1269,Port-au-Prince,Port-au-Prince; Carrefour; Delmas; Pétion-Ville; Croix-des-Bouquets; Cité Soleil; Tabarre,Haiti,Haiti,275,1733377.8,Lower Middle,Latin America and the Caribbean,High,1975,2030,1
1270,Moca,Moca,Dominican Republic,Dominican Republic,17,95304.70105,Upper Middle,Latin America and the Caribbean,High,1995,2030,0
1271,Concón,Concón,Chile,Chile,19,58913.40205,High income,Latin America and the Caribbean,High,2015,2030,0
1272,Montero,Montero,Bolivia,Bolivia (Plurinational State of),28,118183.5761,Lower Middle,Latin America and the Caribbean,High,1995,2030,0
1273,San Ramón de la Nueva Orán,San Ramón de la Nueva Orán,Argentina,Argentina,16,92652.71445,Upper Middle,Latin America and the Caribbean,High,1985,2030,0
1274,Manacapuru,Manacapuru,Brazil,Brazil,16,73818.21545,Upper Middle,Latin America and the Caribbean,High,2000,2030,0
1275,Bignona,Bignona,Senegal,Senegal,12,82776.49342,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
1276,Kenema,Kenema,Sierra Leone,Sierra Leone,36,262149.4505,Low income,Sub-Saharan Africa,High,1975,2030,0
1277,Faranah,Faranah,Guinea,Guinea,18,102561.0153,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
1278,Safi,Safi,Morocco,Morocco,39,352977.1937,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
1279,Méagui,Méagui,Côte d'Ivoire,Côte d'Ivoire,12,116228.8474,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
1280,Ourense,Ourense,Spain,Spain,16,90571.00994,High income,Europe,High,1975,2030,0
1281,Ségou,Ségou,Mali,Mali,49,286478.2584,Low income,Sub-Saharan Africa,High,1975,2030,0
1282,Coatbridge,Coatbridge; Airdrie; Chapelhall,United Kingdom,United Kingdom,29,91000.45383,High income,Europe,High,1975,2030,0
1283,Leo,Leo,Burkina Faso,Burkina Faso,17,59608.83169,Low income,Sub-Saharan Africa,High,2025,2030,0
1284,Kumasi,Kumasi,Ghana,Ghana,469,4923114.703,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1285,Bordeaux,Bordeaux,France,France,208,642755.5421,High income,Europe,High,1975,2030,0
1286,Hassi Bounif,Hassi Bounif,Algeria,Algeria,10,57319.48987,Lower Middle,Northern Africa and Western Asia,High,2020,2030,0
1287,Kara,Kara,Togo,Togo,40,169198.5186,Low income,Sub-Saharan Africa,High,1975,2030,0
1288,Tindji,Tindji,Benin,Benin,17,61140.92587,Lower Middle,Sub-Saharan Africa,High,2015,2030,0
1289,Lagos,Lagos; Ikeja,Nigeria,Nigeria,1199,12846045.23,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1290,Brussels,Brussels,Belgium,Belgium,235,1468753.608,High income,Europe,High,1975,2030,1
1291,Alphen aan den Rijn,Alphen aan den Rijn,Netherlands,Netherlands,17,65329.92683,High income,Europe,High,1980,2030,0
1292,Illela,Illela,Niger,Niger,10,74897.47766,Low income,Sub-Saharan Africa,High,2020,2030,0
1293,Wuppertal,Wuppertal; Solingen,Germany,Germany,220,650877.1736,High income,Europe,High,1975,2030,0
1294,Olten,Olten; Oftringen; Zofingen,Switzerland,Switzerland,32,70493.57456,High income,Europe,High,2020,2030,0
1295,Sassari,Sassari,Italy,Italy,22,90912.9384,High income,Europe,High,1975,2030,0
1296,Oued Ellil,Oued Ellil,Tunisia,Tunisia,11,56691.80852,Lower Middle,Northern Africa and Western Asia,High,2020,2030,0
1297,Wum,Wum,Cameroon,Cameroon,11,64815.77934,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
1298,Västerås,Västerås,Sweden,Sweden,45,104147.4109,High income,Europe,High,1975,2030,0
1299,Leszno,Leszno,Poland,Poland,18,57191.97282,High income,Europe,High,1975,2030,0
1300,Olomouc,Olomouc,Czechia,Czechia,25,82848.4228,High income,Europe,High,1975,2030,0
1301,Lubango,Lubango,Angola,Angola,146,1331212.795,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
1302,Kimpese,Kimpese,Democratic Republic of the Congo,Democratic Republic of the Congo,17,111119.7172,Low income,Sub-Saharan Africa,High,1995,2030,0
1303,Szeged,Szeged,Hungary,Hungary,34,122060.1833,High income,Europe,High,1975,2030,0
1304,Laï,Laï,Chad,Chad,8,66572.39806,Low income,Sub-Saharan Africa,Medium,1990,2030,0
1305,Kragujevac,Kragujevac,Serbia,Serbia,40,140855.9267,Upper Middle,Europe,High,1975,2030,0
1306,Worcester,Worcester,South Africa,South Africa,23,86647.78919,Upper Middle,Sub-Saharan Africa,High,1995,2030,0
1307,Marj,Marj,Libya,Libya,14,98050.96857,Upper Middle,Northern Africa and Western Asia,High,1990,2030,0
1308,Ivano-Frankivsk,Ivano-Frankivsk,Ukraine,Ukraine,38,223968.6383,Lower Middle,Europe,High,1975,2030,0
1309,Sibiu,Sibiu,Romania,Romania,27,134213.1395,High income,Europe,High,1975,2030,0
1310,Vitsebsk,Vitsebsk,Belarus,Belarus,63,382195.1918,Upper Middle,Europe,High,1975,2030,0
1311,Petrozavodsk,Petrozavodsk,Russia,Russian Federation,56,217903.0686,Upper Middle,Europe,High,1975,2030,0
1312,Çorlu,Çorlu,Turkey,Turkey,20,123051.8468,Upper Middle,Northern Africa and Western Asia,High,2000,2030,0
1313,Kebkabiya,Kebkabiya,Sudan,Sudan,21,727487.0518,Low income,Northern Africa and Western Asia,High,1975,2030,0
1314,Chililabombwe,Chililabombwe,Zambia,Zambia,19,99789.27984,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
1315,Mutubis,Mutubis,Egypt,Egypt,9,69531.09366,Lower Middle,Northern Africa and Western Asia,High,2010,2030,0
1316,Norton,Norton,Zimbabwe,Zimbabwe,25,94189.04427,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
1317,Giteranyi,Giteranyi,Burundi,Burundi,22,58168.74806,Low income,Sub-Saharan Africa,Medium,2025,2030,0
1318,Daliyat al-Karmel,Daliyat al-Karmel; Isfiya,Israel,Israel,16,50608.13404,High income,Northern Africa and Western Asia,High,2025,2030,0
1319,Masindi,Masindi,Uganda,Uganda,18,52075.81988,Low income,Sub-Saharan Africa,High,2025,2030,0
1320,Jenin,Jenin,Palestine,State of Palestine,9,61795.77358,Upper Middle,Northern Africa and Western Asia,High,2020,2030,0
1321,Katoro,Katoro; Buseresere,Tanzania,United Republic of Tanzania,32,163721.6358,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
1322,Halfaya,Halfaya; Muhradah,Syria,Syrian Arab Republic,15,76663.06057,Low income,Northern Africa and Western Asia,High,2000,2030,0
1323,Ar Ramtha,Ar Ramtha,Jordan,Jordan,18,128956.446,Lower Middle,Northern Africa and Western Asia,High,1995,2030,0
1324,Renk,Renk,South Sudan,South Sudan,12,97082.93991,Low income,Sub-Saharan Africa,High,1990,2030,0
1325,Tete,Tete,Mozambique,Mozambique,71,470793.518,Low income,Sub-Saharan Africa,High,1995,2030,0
1326,Kericho,Kericho,Kenya,Kenya,14,55990.05095,Lower Middle,Sub-Saharan Africa,High,2025,2030,0
1327,Metu,Metu,Ethiopia,Ethiopia,15,79503.55378,Low income,Sub-Saharan Africa,High,2010,2030,0
1328,Hayy as Salihiyah,Hayy as Salihiyah,Saudi Arabia,Saudi Arabia,45,194952.6969,High income,Northern Africa and Western Asia,High,1990,2030,0
1329,Shaikh Muhammad,Shaikh Muhammad,Iraq,Iraq,15,107640.915,Upper Middle,Northern Africa and Western Asia,High,2025,2030,0
1330,Ajab Shir,Ajab Shir,Iran,Iran (Islamic Republic of),9,52589.76131,Lower Middle,Central and Southern Asia,High,2015,2030,0
1331,Imishli,Imishli,Azerbaijan,Azerbaijan,13,61804.97566,Upper Middle,Northern Africa and Western Asia,High,2000,2030,0
1332,Assab,Assab,Eritrea,Eritrea,11,65827.76652,Low income,Sub-Saharan Africa,High,2005,2030,0
1333,Al Qutay`,Al Qutay`,Yemen,Yemen,5,68789.32422,Low income,Northern Africa and Western Asia,Low,2015,2030,0
1335,Antsirabe,Antsirabe,Madagascar,Madagascar,18,54133.52371,Low income,Sub-Saharan Africa,High,2020,2030,0
1336,Kokshetau,Kokshetau,Kazakhstan,Kazakhstan,35,142171.2811,Upper Middle,Central and Southern Asia,High,1975,2030,0
1337,Turtkul,Turtkul; Nurlı yol,Uzbekistan,Uzbekistan,32,110908.501,Lower Middle,Central and Southern Asia,High,1995,2030,0
1338,Ras Al Khaimah,Ras Al Khaimah,United Arab Emirates,United Arab Emirates,111,259126.9373,High income,Northern Africa and Western Asia,High,2005,2030,0
1339,Turkmenabat,Turkmenabat,Turkmenistan,Turkmenistan,62,215519.86,Upper Middle,Central and Southern Asia,High,1975,2030,0
1340,Qala i Naw,Qala i Naw,Afghanistan,Afghanistan,14,136062.9399,Low income,Central and Southern Asia,High,2010,2030,0
1341,Khistevarz,Khistevarz,Tajikistan,Tajikistan,14,68564.15609,Lower Middle,Central and Southern Asia,High,2005,2030,0
1342,Khuzdar,Khuzdar,Pakistan,Pakistan,15,114127.938,Lower Middle,Central and Southern Asia,High,1975,2030,0
1343,Bandipora,Bandipora,India,India,31,114248.3873,Lower Middle,Central and Southern Asia,High,2005,2030,0
1344,Kargilik,Kargilik,China,China,20,134156.5142,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1345,Pokhara,Pokhara,Nepal,Nepal,45,151398.9452,Lower Middle,Central and Southern Asia,High,1980,2030,0
