poi_type_id,amenity_id,lat,lon,name,amenity,category,geometry,index_right,ID_UC_G0,GC_CNT_GAD_2025,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_UCA_KM2_2025,UC_NM_CTR,x_proj,y_proj,node_ids,cluster
70.0,N2765160436,51.441656,5.4814752,"Houwens Vlaai,",bakery,food_choices,POINT (672453.8509534239 5701861.649472225),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672453.8509534239,5701861.649472225,12360090142,1
22.0,N2765160892,51.4410509,5.479871,"Gauchos,",cafe,food_choices,POINT (672344.6587085174 5701790.592630773),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672344.6587085174,5701790.592630773,42632183,1
22.0,N2765160892,51.4410509,5.479871,"Gauchos,",restaurant,food_choices,POINT (672344.6587085174 5701790.592630773),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672344.6587085174,5701790.592630773,42632183,1
22.0,N2765161332,51.4412423,5.4820433,"Restaurant Fling,",cafe,food_choices,POINT (672494.8856064739 5701816.988498829),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672494.8856064739,5701816.988498829,42633368,1
22.0,N2765161332,51.4412423,5.4820433,"Restaurant Fling,",restaurant,food_choices,POINT (672494.8856064739 5701816.988498829),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672494.8856064739,5701816.988498829,42633368,1
22.0,N2765161362,51.4411625,5.4798065,"Sopranos,",cafe,food_choices,POINT (672339.756521771 5701802.849542215),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672339.756521771,5701802.849542215,11758082106,1
22.0,N2765161362,51.4411625,5.4798065,"Sopranos,",restaurant,food_choices,POINT (672339.756521771 5701802.849542215),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672339.756521771,5701802.849542215,11758082106,1
3.0,N2767431204,51.4447909,5.5225792,"Korein Kinderplein Urkhovenseweg,",kindergarten,education,POINT (675298.0193080171 5702307.807701882),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",675298.0193080171,5702307.807701882,243997394,17
0.0,N2767433090,51.4446946,5.522368,"'t Karregat,",school,education,POINT (675283.7136591207 5702296.594723858),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",675283.7136591207,5702296.594723858,243997394,17
21.0,N2765279533,51.4351533,5.4804704,"Stadhuis Eindhoven,",townhall,community_space,POINT (672408.5218727835 5701136.255237993),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672408.5218727835,5701136.255237993,2765285111,1
70.0,N2765279666,51.4372208,5.481355,"Stadsbakkerij Broodt,",bakery,food_choices,POINT (672462.2092548626 5701368.221051225),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672462.2092548626,5701368.221051225,9112896287,1
29.0,N2765279683,51.4355123,5.4832283,"The Revellers,",bar,nightlife,POINT (672598.8332933647 5701182.667674364),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672598.8332933647,5701182.667674364,42619084,46
25.0,N2765280005,51.4366945,5.4784068,"Drinkers Pub,",pub,nightlife,POINT (672259.308774642 5701302.764069948),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672259.308774642,5701302.764069948,42622249,1
16.0,N2765280429,51.4378166,5.480932,"Eindhovens Studenten Corps,",community_centre,community_space,POINT (672430.5691040937 5701433.471451218),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672430.5691040937,5701433.471451218,4682125883,1
25.0,N2765280869,51.4366697,5.4807736,"Villa Karaoke,",pub,nightlife,POINT (672423.8815228315 5701305.575913855),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672423.8815228315,5701305.575913855,2701059929,1
22.0,N2765280953,51.4366053,5.4782198,"Pizzani,",cafe,food_choices,POINT (672246.6489630044 5701292.406207302),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672246.6489630044,5701292.406207302,42622249,1
22.0,N2765280953,51.4366053,5.4782198,"Pizzani,",restaurant,food_choices,POINT (672246.6489630044 5701292.406207302),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672246.6489630044,5701292.406207302,42622249,1
31.0,N2765281556,51.436976,5.4804283,"Thomas,",nightclub,nightlife,POINT (672398.7315185573 5701338.8202335015),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672398.7315185573,5701338.8202335015,42622476,1
29.0,N2765281593,51.4360828,5.4822807,"De Jantjes,",bar,nightlife,POINT (672530.8285570957 5701243.8682758445),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672530.8285570957,5701243.8682758445,42620259,46
29.0,N2765281685,51.4369454,5.480474,"Stage,",bar,nightlife,POINT (672402.0226398375 5701335.525425318),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672402.0226398375,5701335.525425318,42622476,1
25.0,N2765281801,51.436567,5.4810375,"Tipsy Duck Pub,",pub,nightlife,POINT (672442.6079801462 5701294.778123444),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672442.6079801462,5701294.778123444,2701059929,1
25.0,N2765281892,51.436914,5.4805553,"Live,",pub,nightlife,POINT (672407.7907665453 5701332.225470454),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672407.7907665453,5701332.225470454,42622476,1
22.0,N2765281953,51.435957,5.4822692,"Dr. Feelgood's Burgers,",cafe,food_choices,POINT (672530.5034931649 5701229.853620353),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672530.5034931649,5701229.853620353,42620259,46
22.0,N2765281953,51.435957,5.4822692,"Dr. Feelgood's Burgers,",restaurant,food_choices,POINT (672530.5034931649 5701229.853620353),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672530.5034931649,5701229.853620353,42620259,46
25.0,N2765282014,51.4368817,5.4806326,"Sands,",pub,nightlife,POINT (672413.2843143384 5701328.816035542),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672413.2843143384,5701328.816035542,42622476,1
25.0,N2765282152,51.4368348,5.4807406,"Café Costa,",pub,nightlife,POINT (672420.96633305 5701323.855521016),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672420.96633305,5701323.855521016,42622476,1
25.0,N2765282189,51.4364404,5.4813819,"Oude Rechtbank,",pub,nightlife,POINT (672467.0188896204 5701281.512544012),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672467.0188896204,5701281.512544012,2701059929,1
25.0,N2765282213,51.4368072,5.4808121,"Bierprofessor,",pub,nightlife,POINT (672426.0391287027 5701320.955033306),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672426.0391287027,5701320.955033306,42622476,1
25.0,N2765282257,51.4367755,5.4808974,"Café Bar Monkey's,",pub,nightlife,POINT (672432.086395158 5701317.631165714),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672432.086395158,5701317.631165714,2701059929,1
22.0,N2765282281,51.4373321,5.4802642,"Mannam,",cafe,food_choices,POINT (672385.9865060645 5701378.028363679),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672385.9865060645,5701378.028363679,9112896292,1
22.0,N2765282281,51.4373321,5.4802642,"Mannam,",restaurant,food_choices,POINT (672385.9865060645 5701378.028363679),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672385.9865060645,5701378.028363679,9112896292,1
23.0,N2765282360,51.4367645,5.4809406,"Cafetaria Grill Aboe,",fast_food,food_choices,POINT (672435.1299835396 5701316.509795875),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672435.1299835396,5701316.509795875,2701059929,1
23.0,N2765282364,51.436736,5.4809939,"Kees Kroket,",fast_food,food_choices,POINT (672438.9413887641 5701313.466400995),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672438.9413887641,5701313.466400995,2701059929,1
25.0,N2765282522,51.4362955,5.4818184,"Café Salute,",pub,nightlife,POINT (672497.8993733209 5701266.429234313),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672497.8993733209,5701266.429234313,2701059927,1
25.0,N2765282554,51.4367182,5.4810522,"Café Trace,",pub,nightlife,POINT (672443.0599621183 5701311.624503073),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672443.0599621183,5701311.624503073,2701059929,1
25.0,N2765282597,51.4362589,5.4819615,"Café de Kram,",pub,nightlife,POINT (672507.9820305442 5701262.696762743),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672507.9820305442,5701262.696762743,2701059927,1
25.0,N2765282627,51.4366961,5.4811157,"Shots Shooterbar,",pub,nightlife,POINT (672447.5561083194 5701309.316739626),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672447.5561083194,5701309.316739626,2701059929,1
31.0,N2765282666,51.4361858,5.4821597,"Club Blush,",nightclub,nightlife,POINT (672522.0314428249 5701255.035704942),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672522.0314428249,5701255.035704942,2701059927,1
25.0,N2765282690,51.4366712,5.4811625,"La Route,",pub,nightlife,POINT (672450.9022505085 5701306.658329088),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672450.9022505085,5701306.658329088,2701059929,1
23.0,N2765282722,51.4361787,5.4822383,"Automatic Stratumseind,",fast_food,food_choices,POINT (672527.5205197951 5701254.431413224),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672527.5205197951,5701254.431413224,42620679,46
25.0,N2765282745,51.436647,5.4812335,"De Borrelbar,",pub,nightlife,POINT (672455.9275246754 5701304.1347356085),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672455.9275246754,5701304.1347356085,2701059929,1
31.0,N2765282807,51.4365965,5.4813933,"Sgt Peppers,",nightclub,nightlife,POINT (672467.2230028879 5701298.895982102),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672467.2230028879,5701298.895982102,2701059929,1
23.0,N2765282918,51.4358982,5.4826584,"La Fontana,",fast_food,food_choices,POINT (672557.7727826278 5701224.232608999),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672557.7727826278,5701224.232608999,42620679,46
25.0,N2765282953,51.4365535,5.4815114,"Miller Time,",pub,nightlife,POINT (672475.5923218769 5701294.392968682),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672475.5923218769,5701294.392968682,2701059929,1
25.0,N2765283097,51.4365141,5.4816466,"The Jack,",pub,nightlife,POINT (672485.136449714 5701290.330520308),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672485.136449714,5701290.330520308,2701059927,1
23.0,N2765283219,51.4364916,5.4817109,"Any Tyme,",fast_food,food_choices,POINT (672489.6897378784 5701287.980201795),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672489.6897378784,5701287.980201795,2701059927,1
29.0,N2765283262,51.4355349,5.4829348,"Dugout,",bar,nightlife,POINT (672578.350972971 5701184.488927156),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672578.350972971,5701184.488927156,42619854,46
29.0,N2765283473,51.435486,5.4829736,"de Beurs,",bar,nightlife,POINT (672581.231774254 5701179.143215618),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672581.231774254,5701179.143215618,42619854,46
29.0,N2765283535,51.4354191,5.4830305,"Ameezing,",bar,nightlife,POINT (672585.4383246443 5701171.838756218),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672585.4383246443,5701171.838756218,42619084,46
22.0,N2765283628,51.4353695,5.483066,"El Puente,",cafe,food_choices,POINT (672588.0924405901 5701166.407440014),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672588.0924405901,5701166.407440014,42619084,46
22.0,N2765283628,51.4353695,5.483066,"El Puente,",restaurant,food_choices,POINT (672588.0924405901 5701166.407440014),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672588.0924405901,5701166.407440014,42619084,46
29.0,N2765283671,51.436371,5.4820729,"Santiago de Cuba,",bar,nightlife,POINT (672515.3013108737 5701275.423434523),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672515.3013108737,5701275.423434523,2701059927,1
25.0,N2765283884,51.4363346,5.4822401,"Café Altstadt,",pub,nightlife,POINT (672527.0580391362 5701271.770005639),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672527.0580391362,5701271.770005639,2701059927,1
25.0,N2765283954,51.4363116,5.4823325,"Buurvrouw,",pub,nightlife,POINT (672533.5660569265 5701269.43032472),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672533.5660569265,5701269.43032472,2701059927,1
25.0,N2765284042,51.4364018,5.4825454,"Kix,",pub,nightlife,POINT (672548.0215330601 5701279.961118441),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672548.0215330601,5701279.961118441,262454103,46
25.0,N2765284189,51.4362182,5.4826332,"De Looier,",pub,nightlife,POINT (672554.8152576371 5701259.753687576),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672554.8152576371,5701259.753687576,42620679,46
31.0,N2765284372,51.4361373,5.4827737,"Club Xi,",nightclub,nightlife,POINT (672564.8842861971 5701251.089533049),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672564.8842861971,5701251.089533049,42620679,46
22.0,N2765284408,51.4359341,5.4829012,"Calypso,",cafe,food_choices,POINT (672574.5109674555 5701228.796363678),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672574.5109674555,5701228.796363678,42620679,46
22.0,N2765284408,51.4359341,5.4829012,"Calypso,",restaurant,food_choices,POINT (672574.5109674555 5701228.796363678),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672574.5109674555,5701228.796363678,42620679,46
22.0,N2765284483,51.435876,5.4829511,"NEV,",cafe,food_choices,POINT (672578.1978284152 5701222.453867422),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672578.1978284152,5701222.453867422,42620679,46
22.0,N2765284483,51.435876,5.4829511,"NEV,",restaurant,food_choices,POINT (672578.1978284152 5701222.453867422),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672578.1978284152,5701222.453867422,42620679,46
22.0,N2765284669,51.4357944,5.4830082,"Spice Up,",cafe,food_choices,POINT (672582.4736630071 5701213.515400456),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672582.4736630071,5701213.515400456,42619854,46
22.0,N2765284669,51.4357944,5.4830082,"Spice Up,",restaurant,food_choices,POINT (672582.4736630071 5701213.515400456),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672582.4736630071,5701213.515400456,42619854,46
25.0,N2765284768,51.435739,5.483056,"Bar2alex,",pub,nightlife,POINT (672586.0044230019 5701207.468171186),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672586.0044230019,5701207.468171186,42619854,46
29.0,N2765284804,51.4356597,5.4831212,"Belgisch Biercafe,",bar,nightlife,POINT (672590.8345273742 5701198.804532285),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672590.8345273742,5701198.804532285,42619854,46
29.0,N2765284856,51.4355997,5.4831592,"Rebelgian Pub,",bar,nightlife,POINT (672593.7015885285 5701192.222745705),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672593.7015885285,5701192.222745705,42619854,46
25.0,N2765284911,51.4355536,5.4831959,"De Regenboog,",pub,nightlife,POINT (672596.425904051 5701187.1834226735),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672596.425904051,5701187.1834226735,42619854,46
22.0,N2765366924,51.4373517,5.4790208,"Smeagol,",cafe,food_choices,POINT (672299.504605087 5701377.28176977),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672299.504605087,5701377.28176977,42623529,1
22.0,N2765366924,51.4373517,5.4790208,"Smeagol,",restaurant,food_choices,POINT (672299.504605087 5701377.28176977),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672299.504605087,5701377.28176977,42623529,1
22.0,N2765367212,51.4385429,5.4791983,"愿茶 Moge Tee,",cafe,food_choices,POINT (672307.3555667072 5701510.147700705),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672307.3555667072,5701510.147700705,42627523,1
22.0,N2765367212,51.4385429,5.4791983,"愿茶 Moge Tee,",restaurant,food_choices,POINT (672307.3555667072 5701510.147700705),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672307.3555667072,5701510.147700705,42627523,1
23.0,N2765367289,51.4394738,5.4795568,"La Place Express,",fast_food,food_choices,POINT (672328.7634900251 5701614.497054264),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672328.7634900251,5701614.497054264,1270746395,1
22.0,N2765367392,51.4373399,5.4789355,"Ribs Factory,",cafe,food_choices,POINT (672293.6212322459 5701375.769070353),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672293.6212322459,5701375.769070353,42623529,1
22.0,N2765367392,51.4373399,5.4789355,"Ribs Factory,",restaurant,food_choices,POINT (672293.6212322459 5701375.769070353),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672293.6212322459,5701375.769070353,42623529,1
79.0,N2765367594,51.4390083,5.4803057,"Holland & Barrett,",health_food,food_choices,POINT (672382.5578057804 5701564.501018895),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672382.5578057804,5701564.501018895,520322687,1
29.0,N2765367626,51.4372607,5.4788386,"The Black Cat,",bar,nightlife,POINT (672287.1854116891 5701366.734951709),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672287.1854116891,5701366.734951709,42622249,1
22.0,N2765367820,51.4372352,5.4788184,"Van 't Spit,",cafe,food_choices,POINT (672285.8776178735 5701363.852114379),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672285.8776178735,5701363.852114379,42622249,1
22.0,N2765367820,51.4372352,5.4788184,"Van 't Spit,",restaurant,food_choices,POINT (672285.8776178735 5701363.852114379),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672285.8776178735,5701363.852114379,42622249,1
22.0,N2765367919,51.4389892,5.4783482,"Luzt,",cafe,food_choices,POINT (672246.6012802597 5701557.771678696),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672246.6012802597,5701557.771678696,42627523,1
22.0,N2765367919,51.4389892,5.4783482,"Luzt,",restaurant,food_choices,POINT (672246.6012802597 5701557.771678696),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672246.6012802597,5701557.771678696,42627523,1
23.0,N2765367931,51.4385406,5.4763082,"Resto Ricus,",fast_food,food_choices,POINT (672106.5265196571 5701503.096398148),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672106.5265196571,5701503.096398148,520321219,1
22.0,N2765367954,51.4380194,5.4805986,"Dadawan,",cafe,food_choices,POINT (672406.6364004704 5701455.235684755),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672406.6364004704,5701455.235684755,2701424934,1
22.0,N2765367954,51.4380194,5.4805986,"Dadawan,",restaurant,food_choices,POINT (672406.6364004704 5701455.235684755),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672406.6364004704,5701455.235684755,2701424934,1
22.0,N2765367970,51.4379963,5.4800471,"Vapiano,",cafe,food_choices,POINT (672368.3983435329 5701451.369111451),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672368.3983435329,5701451.369111451,2701424935,1
22.0,N2765367970,51.4379963,5.4800471,"Vapiano,",restaurant,food_choices,POINT (672368.3983435329 5701451.369111451),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672368.3983435329,5701451.369111451,2701424935,1
22.0,N2765368065,51.4384213,5.4815999,"'t Zusje,",cafe,food_choices,POINT (672474.7047317483 5701502.280102621),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672474.7047317483,5701502.280102621,1271057023,1
22.0,N2765368065,51.4384213,5.4815999,"'t Zusje,",restaurant,food_choices,POINT (672474.7047317483 5701502.280102621),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672474.7047317483,5701502.280102621,1271057023,1
22.0,N2765368077,51.4390846,5.4782857,"Publiek,",cafe,food_choices,POINT (672241.8991035215 5701568.232121806),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672241.8991035215,5701568.232121806,42627523,1
22.0,N2765368077,51.4390846,5.4782857,"Publiek,",restaurant,food_choices,POINT (672241.8991035215 5701568.232121806),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672241.8991035215,5701568.232121806,42627523,1
22.0,N2765368083,51.439059,5.479924,"Tweede Kamer,",cafe,food_choices,POINT (672355.8422272953 5701569.239947401),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672355.8422272953,5701569.239947401,520322687,1
22.0,N2765368083,51.439059,5.479924,"Tweede Kamer,",restaurant,food_choices,POINT (672355.8422272953 5701569.239947401),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672355.8422272953,5701569.239947401,520322687,1
22.0,N2765368092,51.4369657,5.4778004,"Chidoz,",cafe,food_choices,POINT (672216.1470580301 5701331.492462471),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672216.1470580301,5701331.492462471,42622249,1
22.0,N2765368092,51.4369657,5.4778004,"Chidoz,",restaurant,food_choices,POINT (672216.1470580301 5701331.492462471),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672216.1470580301,5701331.492462471,42622249,1
16.0,N2765368176,51.4396946,5.4805765,"SSRE,",community_centre,community_space,POINT (672398.7909577467 5701641.447455568),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672398.7909577467,5701641.447455568,61101646,1
23.0,N2765368224,51.4400221,5.4789874,"Toasted & Roasted - Tostis & Burgers,",fast_food,food_choices,POINT (672287.1319038698 5701674.122344397),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672287.1319038698,5701674.122344397,335792576,1
22.0,N2765368294,51.4380604,5.4796831,"Bagels & Beans,",cafe,food_choices,POINT (672342.8617614091 5701457.639709368),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672342.8617614091,5701457.639709368,2701424935,1
22.0,N2765368294,51.4380604,5.4796831,"Bagels & Beans,",restaurant,food_choices,POINT (672342.8617614091 5701457.639709368),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672342.8617614091,5701457.639709368,2701424935,1
22.0,N2765368317,51.4379722,5.4797396,"Soho,",cafe,food_choices,POINT (672347.120167656 5701447.965795796),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672347.120167656,5701447.965795796,569911333,1
22.0,N2765368317,51.4379722,5.4797396,"Soho,",restaurant,food_choices,POINT (672347.120167656 5701447.965795796),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672347.120167656,5701447.965795796,569911333,1
23.0,N2765368373,51.4399879,5.4789313,"Fat Phill's,",fast_food,food_choices,POINT (672283.362282874 5701670.187707192),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672283.362282874,5701670.187707192,335792576,1
22.0,N2765368407,51.437177,5.4787193,"Takumi,",cafe,food_choices,POINT (672279.209845475 5701357.147800234),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672279.209845475,5701357.147800234,42622249,1
22.0,N2765368407,51.437177,5.4787193,"Takumi,",restaurant,food_choices,POINT (672279.209845475 5701357.147800234),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672279.209845475,5701357.147800234,42622249,1
22.0,N2765368465,51.4385667,5.4782984,"Starbucks,",cafe,food_choices,POINT (672244.7305192968 5701510.677190642),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672244.7305192968,5701510.677190642,42626354,1
22.0,N2765368465,51.4385667,5.4782984,"Starbucks,",restaurant,food_choices,POINT (672244.7305192968 5701510.677190642),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672244.7305192968,5701510.677190642,42626354,1
23.0,N2765368500,51.4378541,5.4798792,"Dik & Lang,",fast_food,food_choices,POINT (672357.2660078418 5701435.162895593),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672357.2660078418,5701435.162895593,569911333,1
22.0,N2765368515,51.4371382,5.4786378,"Soju Bar,",cafe,food_choices,POINT (672273.6921340467 5701352.641960278),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672273.6921340467,5701352.641960278,42622249,1
22.0,N2765368515,51.4371382,5.4786378,"Soju Bar,",restaurant,food_choices,POINT (672273.6921340467 5701352.641960278),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672273.6921340467,5701352.641960278,42622249,1
23.0,N2765368550,51.4386661,5.4784655,"Pieperz,",fast_food,food_choices,POINT (672255.9684884754 5701522.1223860355),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672255.9684884754,5701522.1223860355,42626354,1
33.0,N2765368556,51.4386716,5.4796781,"Muziekgebouw Frits Philips Eindhoven,",theatre,nightlife,POINT (672340.2130578544 5701525.586659406),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672340.2130578544,5701525.586659406,42627523,1
22.0,N2765368729,51.4369931,5.4784275,"Española,",cafe,food_choices,POINT (672259.6236352916 5701336.013791042),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672259.6236352916,5701336.013791042,42622249,1
22.0,N2765368729,51.4369931,5.4784275,"Española,",restaurant,food_choices,POINT (672259.6236352916 5701336.013791042),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672259.6236352916,5701336.013791042,42622249,1
22.0,N2765368827,51.4369344,5.4782881,"Lithos,",cafe,food_choices,POINT (672250.1570621292 5701329.1591376355),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672250.1570621292,5701329.1591376355,42622249,1
